  PID TTY           TIME CMD
 8294 ??         0:00.10 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
 8295 ??         0:00.29 /System/Library/Frameworks/Translation.framework/translationd
 8313 ??         0:00.10 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
 8315 ??         0:00.16 /usr/libexec/dmd
 8316 ??         0:00.98 /System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent
 8374 ??         0:00.06 /System/Library/Frameworks/FamilyControls.framework/Versions/A/FamilyControlsAgent
 8432 ??         0:00.42 /System/Library/Frameworks/Contacts.framework/Support/postersyncd
 8451 ??         0:00.13 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
 8459 ??         0:00.06 /usr/libexec/powerexperienced
 8461 ??         0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 8464 ??         0:00.04 /System/Library/CoreServices/pbs
 8510 ??         0:00.07 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 8529 ??         0:00.16 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
 8533 ??         0:00.12 /System/Library/PrivateFrameworks/GenerativeExperiencesRuntime.framework/Versions/A/generativeexperiencesd
 8560 ??         0:00.02 /Applications/Falcon.app/Contents/PlugIns/VCIService.bundle/Contents/XPCServices/PlistXPathService.xpc/Contents/MacOS/PlistXPathService
 8625 ??         0:01.29 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/ModelCatalogAgent
 8697 ??         3:00.49 /usr/libexec/PerfPowerServices
 8709 ??         0:00.09 /System/Library/PrivateFrameworks/BusinessChatService.framework/businessservicesd
 8710 ??         0:00.12 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
 8809 ??         1:16.74 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService -LaunchArguments eyJ0eXBlIjo4LCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUudGdvbmRldmljZWluZmVyZW5jZXByb3ZpZGVyc2VydmljZSJ9
 8825 ??         0:03.67 /System/Library/ExtensionKit/Extensions/GenerativeExperiencesSafetyInferenceProvider.appex/Contents/MacOS/GenerativeExperiencesSafetyInferenceProvider -LaunchArguments eyJ0eXBlIjo4LCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuR2VuZXJhdGl2ZUZ1bmN0aW9ucy5HZW5lcmF0aXZlRXhwZXJpZW5jZXNTYWZldHlJbmZlcmVuY2VQcm92aWRlciJ9
 8826 ??         0:15.17 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService -LaunchArguments eyJ0eXBlIjo4LCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUudGdvbmRldmljZWluZmVyZW5jZXByb3ZpZGVyc2VydmljZSJ9
 8833 ??         0:00.94 /usr/libexec/storagekitd
 8836 ??         0:00.12 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
 8857 ??         0:00.96 /usr/libexec/mdmclient daemon
 8858 ??         0:00.02 /usr/libexec/smd
 8861 ??         0:00.23 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
 8862 ??         0:00.04 /System/Library/PrivateFrameworks/HelpData.framework/Versions/A/Resources/helpd
 8863 ??         0:00.11 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -tw
 8866 ??         0:00.18 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
 8876 ??         0:00.13 /System/Cryptexes/App/usr/libexec/SafariLaunchAgent
 8894 ??         0:00.03 /System/Library/PrivateFrameworks/ConfigurationProfiles.framework/XPCServices/RemoteManagementMCXService.xpc/Contents/MacOS/RemoteManagementMCXService
 8895 ??         0:00.21 /System/Library/PrivateFrameworks/RemoteManagement.framework/remotemanagementd
 8897 ??         0:00.16 /System/Library/PrivateFrameworks/CloudSubscriptionFeatures.framework/FeatureAccessAgent
 8898 ??         0:00.03 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SecuritySubscriber.xpc/Contents/MacOS/SecuritySubscriber
 8901 ??         0:00.10 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/InteractiveLegacyProfilesSubscriber.xpc/Contents/MacOS/InteractiveLegacyProfilesSubscriber
 8902 ??         0:00.04 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
 8932 ??         0:00.08 /System/Library/PrivateFrameworks/AppleCredentialManager.framework/AppleCredentialManagerDaemon
 8933 ??         0:00.06 /usr/sbin/cfprefsd agent
 8934 ??         0:00.06 /usr/sbin/cfprefsd agent
 9014 ??         0:00.03 /usr/libexec/online-auth-agent
 9042 ??         0:00.03 /System/Library/PrivateFrameworks/SystemAdministration.framework/XPCServices/writeconfig.xpc/Contents/MacOS/writeconfig
 9046 ??         0:01.13 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
 9047 ??         0:00.26 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
 9049 ??         0:00.67 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
 9050 ??         0:00.04 /System/Library/PrivateFrameworks/InstallCoordination.framework/Support/installcoordinationd
 9051 ??         0:00.03 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Versions/A/XPCServices/com.apple.AppStoreDaemon.StorePrivilegedODRService.xpc/Contents/MacOS/com.apple.AppStoreDaemon.StorePrivilegedODRService
 9052 ??         0:00.24 /usr/libexec/swcd
 9197 ??         0:02.56 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=webapps.mojom.WebAppOriginAssociationParser --lang=en-US --service-sandbox-type=service --string-annotations=enrollment-domain=google.com --shared-files --metrics-shmem-handle=1752395122,r,10917323557328943428,13693083804577871182,524288 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=773
 9212 ??         0:03.72 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -u
 9230 ??         0:00.10 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ScreenSharingSubscriber.xpc/Contents/MacOS/ScreenSharingSubscriber
 9309 ??         0:00.11 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/LegacyProfilesSubscriber.xpc/Contents/MacOS/LegacyProfilesSubscriber
 9310 ??         0:00.11 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/PasscodeSettingsSubscriber.xpc/Contents/MacOS/PasscodeSettingsSubscriber
 9319 ??         0:00.09 /System/Library/PrivateFrameworks/CoreADI.framework/adid
 9363 ??         0:00.10 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/DiskManagementSubscriber.xpc/Contents/MacOS/DiskManagementSubscriber
 9427 ??         0:01.60 /usr/sbin/distnoted agent
 9448 ??         0:00.11 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SoftwareUpdateSubscriber.xpc/Contents/MacOS/SoftwareUpdateSubscriber
 9458 ??         0:00.52 /System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdated
 9507 ??         0:00.45 /usr/libexec/promotedcontentd
 9510 ??         0:03.08 /usr/libexec/fairplaydeviceidentityd
 9533 ??         0:00.08 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedAppsSubscriber.xpc/Contents/MacOS/ManagedAppsSubscriber
 9557 ??         0:00.08 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagementTestSubscriber.xpc/Contents/MacOS/ManagementTestSubscriber
 9583 ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedConfigurationFilesSubscriber.xpc/Contents/MacOS/ManagedConfigurationFilesSubscriber
 9598 ??         0:00.17 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Support/softwareupdated
 9601 ??         0:00.26 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Versions/A/XPCServices/com.apple.MobileSoftwareUpdate.CleanupPreparePathService.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.CleanupPreparePathService
 9603 ??         0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 9692 ??         0:00.14 /System/Library/CoreServices/Siri.app/Contents/XPCServices/SiriNCService.xpc/Contents/MacOS/SiriNCService
 9695 ??         0:00.16 /usr/libexec/siriknowledged
 9698 ??         0:01.31 /usr/libexec/assetsubscriptiond
 9699 ??         0:00.08 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
 9787 ??         0:00.09 /System/Library/CoreServices/talagentd
 9873 ??         0:03.16 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
10064 ??         0:00.11 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Resources/backgroundtaskmanagementd -daemon
10316 ??         0:00.06 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
10423 ??         0:00.29 /usr/libexec/sysmond
10736 ??         0:00.16 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
10738 ??         0:09.35 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=458 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=1882176410 --shared-files --metrics-shmem-handle=1752395122,r,7191568278511983760,1108586563070908903,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=644
10786 ??         6:07.72 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4787 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=24653089055 --shared-files --metrics-shmem-handle=1752395122,r,6928430746283733336,15174166229159256593,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=120
10925 ??         0:00.45 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
11957 ??         0:00.26 /usr/libexec/coreduetd
11958 ??         0:00.14 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
12065 ??         0:00.10 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
12148 ??         0:00.06 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
12157 ??         0:00.14 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
12160 ??         0:00.12 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
12162 ??         0:00.56 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
12163 ??         0:00.13 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
12169 ??         0:00.28 /System/Library/PrivateFrameworks/DoNotDisturbServer.framework/Support/donotdisturbd
12181 ??         0:00.28 /usr/libexec/findmylocateagent
12182 ??         0:00.94 /usr/libexec/searchpartyuseragent
12185 ??         0:01.36 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
12186 ??         0:00.41 /usr/libexec/textunderstandingd
12187 ??         0:00.10 /System/Library/PrivateFrameworks/SocialLayer.framework/sociallayerd.app/Contents/MacOS/sociallayerd
12227 ??         0:00.13 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
12228 ??         0:00.09 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
12229 ??         0:01.43 /System/Applications/Messages.app/Contents/PlugIns/Messages Assistant Extension.appex/Contents/MacOS/Messages Assistant Extension -AppleLanguages ("en")
12230 ??         0:00.09 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
12241 ??         0:00.76 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
12242 ??         0:00.12 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/reversetemplated
12249 ??         0:00.31 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
12250 ??         0:00.61 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
12251 ??         0:00.10 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
12252 ??         0:00.05 /usr/libexec/secinitd
12255 ??         0:00.12 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
12256 ??         0:00.14 /usr/libexec/trustd --agent
12257 ??         0:00.03 /System/Library/CoreServices/ReportCrash agent
12258 ??         0:00.07 /usr/libexec/trustdFileHelper
12259 ??         0:03.50 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9645 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=51221588773 --shared-files --metrics-shmem-handle=1752395122,r,5581051926508480561,11319038071577799387,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=143
12278 ??         0:00.05 /usr/libexec/secinitd
12279 ??         0:00.19 /System/Library/PrivateFrameworks/CommunicationTrust.framework/Support/communicationtrustd
12280 ??         0:00.40 /usr/libexec/remindd
12281 ??         0:00.09 /usr/libexec/trustd --agent
12282 ??         0:00.13 /usr/libexec/ReportMemoryException
12283 ??         0:00.04 /System/Library/PrivateFrameworks/PowerLog.framework/Versions/A/XPCServices/PerfPowerTelemetryClientRegistrationService.xpc/Contents/MacOS/PerfPowerTelemetryClientRegistrationService
12286 ??         0:00.36 /usr/libexec/textcomposerd
12291 ??         0:00.07 /usr/libexec/findmybeaconingd
12295 ??         0:00.50 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/modelcatalogd
12337 ??         0:00.01 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.108/Helpers/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --database=/Users/stuartgano/Library/Application Support/Google/Chrome/Crashpad --metrics-dir=/Users/stuartgano/Library/Application Support/Google/Chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=OS X --annotation=prod=Chrome_Mac --annotation=ver=141.0.7390.108 --handshake-fd=5
12361 ??         0:00.07 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
12362 ??         0:00.09 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
12443 ??         0:00.06 /usr/libexec/audioanalyticsd
12458 ??         0:00.08 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=11002 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=58427278467 --shared-files --metrics-shmem-handle=1752395122,r,8556387758348439254,17714354647460137992,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=716
12537 ??         0:00.08 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
12564 ??         0:00.08 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=11003 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=58440055341 --shared-files --metrics-shmem-handle=1752395122,r,8609456923668009321,1500364520599248467,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=768
12565 ??         0:00.07 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=11004 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=58440258751 --shared-files --metrics-shmem-handle=1752395122,r,12294127409676345837,16551310403282426302,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=717
12568 ??         0:00.07 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=11005 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=58440627886 --shared-files --metrics-shmem-handle=1752395122,r,5464227315807443294,1135471431768509169,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=716
12579 ??         0:00.07 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=11006 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=58443434774 --shared-files --metrics-shmem-handle=1752395122,r,1665954766081429715,11607602008672791020,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=716
12580 ??         0:00.06 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=11007 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=58443442749 --shared-files --metrics-shmem-handle=1752395122,r,6186370406138793421,16282400669393557493,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=707
12959 ??         0:28.91 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud Helper.app/Contents/Frameworks/AdobeCrashReporter.framework/Versions/A/Adobe Crash Processor.app/Contents/MacOS/Adobe Crash Processor
13628 ??         0:06.74 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9697 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=51511672738 --shared-files --metrics-shmem-handle=1752395122,r,2124653598259446284,8269280038424242317,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=721
14405 ??         0:00.30 /usr/sbin/netbiosd
14415 ??         0:01.75 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=proxy_resolver.mojom.ProxyResolverFactory --lang=en-US --service-sandbox-type=service --string-annotations=enrollment-domain=google.com --shared-files --metrics-shmem-handle=1752395122,r,15132546392977046063,17443050169283838647,524288 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=143
14422 ??         0:03.56 /Library/GoogleCorpSupport/sendsysinfo-osquery/sendsysinfo-osquery.ext --verbose --socket /var/osquery/osquery.em --timeout 3 --interval 3
14798 ??         0:40.62 /Users/stuartgano/Library/Application Support/Cisco Spark/Webexteams_upgrades_arm/45.9.0.33085_55e70b0a-afe2-4ab2-9cdb-8b0ec0f858c1/Webex.app/Contents/PlugIns/CiscoSparkPlugin.bundle/Contents/MacOS/WebexHelper /ipcId=mdi_1126_8 /processId=1126 /hangDetectionTimeout=30 /bundleNameAndPath=/Users/stuartgano/Library/Application Support/Cisco Spark/Webexteams_upgrades_arm/45.9.0.33085_55e70b0a-afe2-4ab2-9cdb-8b0ec0f858c1/Webex.app/Contents/PlugIns/CiscoSparkPlugin.bundle/Contents/PlugIns/CiscoSparkMedia.bundle /clientVersion=45.9.0.33085 /startupToggles=4 /logDirectory=/Users/stuartgano/Library/Logs/SparkMacDesktop /isMediaProcessLaunchedEarly=false
15128 ??         0:13.55 /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/Creative Cloud Content Manager.node /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/../js/main.js
15140 ??        13:20.05 /usr/local/bin/led --flagfile=/etc/led/led.flags
15209 ??        10:26.22 /usr/bin/log stream -style syslog -predicate ( eventType != activityCreateEvent ) AND( ( eventMessage CONTAINS "BOOT_TIME" ) OR( senderImagePath == "/System/Library/CoreServices/RemoteManagement/screensharingd.bundle/Contents/MacOS/screensharingd" ) OR( senderImagePath == "/usr/sbin/cron" OR ( senderImagePath == "/usr/bin/crontab" AND eventMessage CONTAINS "REPLACE" ) ) OR( senderImagePath == "/System/Library/Frameworks/Security.framework/Versions/A/XPCServices/authd.xpc/Contents/MacOS/authd" ) OR( eventMessage CONTAINS "kext-dev-mode allowing invalid signature" ) OR( senderImagePath == "/System/Library/SystemConfiguration/EAPOLController.bundle/Contents/Resources/eapolclient" AND eventMessage CONTAINS "Associated SSID" ) OR( senderImagePath == "/System/Library/Frameworks/Security.framework/Versions/A/Security" AND eventMessage CONTAINS "entering" ) OR( senderImagePath == "/usr/sbin/sshd" ) OR( senderImagePath == "/usr/local/bin/sshd" ) OR( senderImagePath == "/usr/bin/logger" ) OR( processImagePath == "/usr/libexec/airportd" AND eventMessage CONTAINS "BSSDetails" ) OR( senderImagePath == "/System/Library/PrivateFrameworks/CoreWiFi.framework/Versions/A/CoreWiFi" ) OR( senderImagePath == "/System/Library/DriverExtensions/com.apple.DriverKit-AppleBCMWLAN.dext/" AND eventMessage CONTAINS "joinedBSSID=" ) OR( (( senderImagePath contains "GoogleCorpSupport" OR processImagePath contains "GoogleCorpSupport" ) OR( senderImagePath contains "Santa.app" OR sender == "com.google.santa.daemon" ) OR( senderImagePath contains "iHELM.app" ) OR ( senderImagePath contains "ChromeRemoteDesktop")) AND NOT (( processImagePath contains "gBackupd" AND eventMessage CONTAINS "SecTrustEvaluateIfNecessary" ) OR( processImagePath contains "gBackupScheduler" AND eventMessage CONTAINS "Failed to connect to XPC service" ) OR( processImagePath contains "gBackupScheduler" AND eventMessage CONTAINS "Failed to read enrollments" )))) OR ( eventMessage CONTAINS "logjam_tag=" )
15210 ??         0:00.12 /usr/local/libexec/syslog_stream 1760751003
